date,year_month,month_offset,month_num,quarter,is_quarter_end,entity_id,company_name,ticker,industry,sector,indicator,category,is_environment,is_social,is_governance,materiality_score,base_score,trend_component,seasonal_component,sector_avg_score,industry_avg_score,vs_sector_delta,vs_industry_delta,lag_1m,lag_3m,lag_6m,rolling_mean_3m,rolling_std_3m,momentum_1m,momentum_3m,controversy_count_month,controversy_rolling_3m,controversy_total_12m,esg_score,has_live_esg,revenue_usd,emissions_tco2e,emissions_intensity,ceo_pay_ratio,labor_fines_usd_5y,other_fines_usd_5y,has_live_wem
2024-04-01,2024-04,10,4,2,0,31,Anglo American Plc,AAL,Mining,energy,Ecological Impacts,Environment,1,0,0,0.5204,0.487,-0.04,0.0,0.5781499999999999,0.5492,-0.05774999999999997,-0.028800000000000048,0.5333,0.549299,0.5652980000000001,0.52685,0.009121677477306519,-0.012900000000000023,-0.028899000000000008,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-05-01,2024-05,9,5,2,0,31,Anglo American Plc,AAL,Mining,energy,Ecological Impacts,Environment,1,0,0,0.5209,0.487,-0.036,0.0,0.573875,0.5416333333333333,-0.052974999999999994,-0.02073333333333327,0.5204,0.549299,0.5652980000000001,0.5248666666666667,0.0073077584342487595,0.000500000000000056,-0.028398999999999952,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-06-01,2024-06,8,6,2,1,31,Anglo American Plc,AAL,Mining,energy,Ecological Impacts,Environment,1,0,0,0.5178,0.487,-0.032,0.0,0.56735,0.5395333333333333,-0.04954999999999998,-0.02173333333333327,0.5209,0.5333,0.5652980000000001,0.5197,0.0016643316977096527,-0.0030999999999999917,-0.015499999999999958,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-07-01,2024-07,7,7,3,0,31,Anglo American Plc,AAL,Mining,energy,Ecological Impacts,Environment,1,0,0,0.5082,0.487,-0.028,0.0,0.565925,0.5283,-0.057725000000000026,-0.020100000000000007,0.5178,0.5204,0.5652980000000001,0.5156333333333333,0.006621429855653179,-0.009600000000000053,-0.012199999999999989,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-08-01,2024-08,6,8,3,0,31,Anglo American Plc,AAL,Mining,energy,Ecological Impacts,Environment,1,0,0,0.5041,0.487,-0.024,0.0,0.5631,0.5294,-0.05900000000000005,-0.02529999999999999,0.5082,0.5209,0.5652980000000001,0.5100333333333333,0.007031595361888835,-0.0040999999999999925,-0.016800000000000037,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-09-01,2024-09,5,9,3,1,31,Anglo American Plc,AAL,Mining,energy,Ecological Impacts,Environment,1,0,0,0.5079,0.487,-0.02,0.0,0.5696,0.5334333333333333,-0.06169999999999998,-0.025533333333333297,0.5041,0.5178,0.5333,0.5067333333333334,0.0022854612955237725,0.0038000000000000256,-0.00990000000000002,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-10-01,2024-10,4,10,4,0,31,Anglo American Plc,AAL,Mining,energy,Ecological Impacts,Environment,1,0,0,0.4961,0.487,-0.016,0.0,0.55735,0.5219,-0.06125000000000003,-0.025800000000000045,0.5079,0.5082,0.5204,0.5027,0.006023288138550592,-0.011800000000000033,-0.0121,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-11-01,2024-11,3,11,4,0,31,Anglo American Plc,AAL,Mining,energy,Ecological Impacts,Environment,1,0,0,0.4986,0.487,-0.012,0.0,0.5558,0.5235333333333333,-0.05719999999999997,-0.024933333333333307,0.4961,0.5041,0.5209,0.5008666666666667,0.006217984668149134,0.0025000000000000022,-0.005500000000000005,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-12-01,2024-12,2,12,4,1,31,Anglo American Plc,AAL,Mining,energy,Ecological Impacts,Environment,1,0,0,0.5186,0.487,-0.008,0.0,0.572225,0.5404333333333333,-0.053625000000000034,-0.02183333333333337,0.4986,0.5079,0.5178,0.5044333333333333,0.012332207155790772,0.019999999999999962,0.010699999999999932,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2025-01-01,2025-01,1,1,1,0,31,Anglo American Plc,AAL,Mining,energy,Ecological Impacts,Environment,1,0,0,0.4974,0.487,-0.004,0.0,0.558625,0.5207,-0.06122500000000003,-0.023300000000000043,0.5186,0.4961,0.5082,0.5048666666666667,0.011908540352760982,-0.02119999999999994,0.0013000000000000234,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2025-02-01,2025-02,0,2,1,0,31,Anglo American Plc,AAL,Mining,energy,Ecological Impacts,Environment,1,0,0,0.4834,0.487,-0.0,0.0,0.539525,0.5040333333333333,-0.056125000000000036,-0.020633333333333337,0.4974,0.4986,0.5041,0.4998,0.017722302333500636,-0.014000000000000012,-0.015199999999999991,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-03-01,2024-03,11,3,1,1,31,Anglo American Plc,AAL,Mining,energy,Human Rights & Community Relations,Social,0,1,0,0.5685,0.583,-0.0,0.0,0.540725,0.5375333333333333,0.027774999999999994,0.030966666666666698,0.5741850000000001,0.585555,0.6026100000000001,0.5685,0.0,-0.005685000000000051,-0.017055000000000042,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-04-01,2024-04,10,4,2,0,31,Anglo American Plc,AAL,Mining,energy,Human Rights & Community Relations,Social,0,1,0,0.5695,0.583,-0.0,0.0,0.5414,0.5404333333333333,0.028100000000000014,0.029066666666666685,0.5685,0.585555,0.6026100000000001,0.569,0.0007071067811865874,0.0010000000000000009,-0.01605500000000004,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-05-01,2024-05,9,5,2,0,31,Anglo American Plc,AAL,Mining,energy,Human Rights & Community Relations,Social,0,1,0,0.569,0.583,-0.0,0.0,0.5571499999999999,0.5505333333333333,0.011850000000000027,0.01846666666666663,0.5695,0.585555,0.6026100000000001,0.569,0.0005000000000000282,-0.000500000000000056,-0.016555000000000097,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-06-01,2024-06,8,6,2,1,31,Anglo American Plc,AAL,Mining,energy,Human Rights & Community Relations,Social,0,1,0,0.5647,0.583,-0.0,0.0,0.55365,0.5454333333333333,0.011050000000000004,0.019266666666666654,0.569,0.5685,0.6026100000000001,0.5677333333333333,0.002638812864401967,-0.0042999999999999705,-0.0038000000000000256,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-07-01,2024-07,7,7,3,0,31,Anglo American Plc,AAL,Mining,energy,Human Rights & Community Relations,Social,0,1,0,0.5907,0.583,-0.0,0.0,0.549725,0.5513333333333333,0.040974999999999984,0.03936666666666666,0.5647,0.5695,0.6026100000000001,0.5747999999999999,0.013936642350293722,0.026000000000000023,0.021199999999999997,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-08-01,2024-08,6,8,3,0,31,Anglo American Plc,AAL,Mining,energy,Human Rights & Community Relations,Social,0,1,0,0.5817,0.583,-0.0,0.0,0.56105,0.5626333333333333,0.020649999999999946,0.019066666666666676,0.5907,0.569,0.6026100000000001,0.5790333333333333,0.013203534880225586,-0.009000000000000008,0.012700000000000045,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-09-01,2024-09,5,9,3,1,31,Anglo American Plc,AAL,Mining,energy,Human Rights & Community Relations,Social,0,1,0,0.5836,0.583,-0.0,0.0,0.543975,0.5376,0.03962500000000002,0.04600000000000004,0.5817,0.5647,0.5685,0.5853333333333334,0.004743767841424583,0.0019000000000000128,0.018900000000000028,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-10-01,2024-10,4,10,4,0,31,Anglo American Plc,AAL,Mining,energy,Human Rights & Community Relations,Social,0,1,0,0.5882,0.583,-0.0,0.0,0.553475,0.5509000000000001,0.034724999999999895,0.03729999999999989,0.5836,0.5907,0.5695,0.5845,0.003342154993413727,0.0045999999999999375,-0.0025000000000000577,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-11-01,2024-11,3,11,4,0,31,Anglo American Plc,AAL,Mining,energy,Human Rights & Community Relations,Social,0,1,0,0.5616,0.583,-0.0,0.0,0.55125,0.5487000000000001,0.01034999999999997,0.012899999999999912,0.5882,0.5817,0.569,0.5778,0.014216891362038265,-0.026599999999999957,-0.020100000000000007,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-12-01,2024-12,2,12,4,1,31,Anglo American Plc,AAL,Mining,energy,Human Rights & Community Relations,Social,0,1,0,0.5968,0.583,-0.0,0.0,0.57575,0.5755333333333333,0.021050000000000013,0.021266666666666656,0.5616,0.5836,0.5647,0.5821999999999999,0.018351021769917895,0.03520000000000001,0.01319999999999999,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2025-01-01,2025-01,1,1,1,0,31,Anglo American Plc,AAL,Mining,energy,Human Rights & Community Relations,Social,0,1,0,0.5667,0.583,-0.0,0.0,0.557075,0.5556666666666666,0.009624999999999995,0.01103333333333334,0.5968,0.5882,0.5907,0.5750333333333333,0.01902218003629791,-0.030100000000000016,-0.021499999999999964,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2025-02-01,2025-02,0,2,1,0,31,Anglo American Plc,AAL,Mining,energy,Human Rights & Community Relations,Social,0,1,0,0.5643,0.583,-0.0,0.0,0.54465,0.5369333333333334,0.019650000000000056,0.02736666666666665,0.5667,0.5616,0.5817,0.5759333333333334,0.018110862302312684,-0.0023999999999999577,0.0027000000000000357,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-03-01,2024-03,11,3,1,1,31,Anglo American Plc,AAL,Mining,energy,Physical Impacts of Climate Change,Governance,0,0,1,0.8413,0.724,-0.11,0.0,0.87245,0.8413,-0.0311499999999999,0.0,0.849713,0.8665390000000001,0.8917780000000001,0.8413,0.0,-0.008413000000000004,-0.02523900000000001,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-04-01,2024-04,10,4,2,0,31,Anglo American Plc,AAL,Mining,energy,Physical Impacts of Climate Change,Governance,0,0,1,0.8331,0.724,-0.1,0.0,0.8472,0.8331,-0.014100000000000001,0.0,0.8413,0.8665390000000001,0.8917780000000001,0.8371999999999999,0.005798275605729718,-0.008200000000000096,-0.03343900000000011,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-05-01,2024-05,9,5,2,0,31,Anglo American Plc,AAL,Mining,energy,Physical Impacts of Climate Change,Governance,0,0,1,0.8122,0.724,-0.09,0.0,0.82925,0.8122,-0.01705000000000001,0.0,0.8331,0.8665390000000001,0.8917780000000001,0.8288666666666668,0.01500477701711465,-0.02089999999999992,-0.054339000000000026,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-06-01,2024-06,8,6,2,1,31,Anglo American Plc,AAL,Mining,energy,Physical Impacts of Climate Change,Governance,0,0,1,0.8104,0.724,-0.08,0.0,0.81515,0.8104,-0.004750000000000032,0.0,0.8122,0.8413,0.8917780000000001,0.8185666666666668,0.012618372848086595,-0.0018000000000000238,-0.03090000000000004,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-07-01,2024-07,7,7,3,0,31,Anglo American Plc,AAL,Mining,energy,Physical Impacts of Climate Change,Governance,0,0,1,0.7938,0.724,-0.07,0.0,0.8146,0.7938,-0.02080000000000004,0.0,0.8104,0.8331,0.8917780000000001,0.8054666666666668,0.010143635114362465,-0.01660000000000006,-0.0393,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-08-01,2024-08,6,8,3,0,31,Anglo American Plc,AAL,Mining,energy,Physical Impacts of Climate Change,Governance,0,0,1,0.7757,0.724,-0.06,0.0,0.78905,0.7757,-0.013350000000000084,0.0,0.7938,0.8122,0.8917780000000001,0.7932999999999999,0.017355402617052436,-0.018100000000000005,-0.03650000000000009,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-09-01,2024-09,5,9,3,1,31,Anglo American Plc,AAL,Mining,energy,Physical Impacts of Climate Change,Governance,0,0,1,0.7501,0.724,-0.05,0.0,0.7855,0.7501,-0.03539999999999999,0.0,0.7757,0.8104,0.8413,0.7732,0.02195700343853833,-0.025599999999999956,-0.06030000000000002,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-10-01,2024-10,4,10,4,0,31,Anglo American Plc,AAL,Mining,energy,Physical Impacts of Climate Change,Governance,0,0,1,0.7625,0.724,-0.04,0.0,0.7785,0.7625,-0.016000000000000014,0.0,0.7501,0.7938,0.8331,0.7627666666666667,0.012802083163818145,0.012399999999999967,-0.031299999999999994,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-11-01,2024-11,3,11,4,0,31,Anglo American Plc,AAL,Mining,energy,Physical Impacts of Climate Change,Governance,0,0,1,0.7291,0.724,-0.03,0.0,0.7578499999999999,0.7291,-0.028749999999999942,0.0,0.7625,0.7757,0.8122,0.7472333333333333,0.016883522539248616,-0.033399999999999985,-0.046599999999999975,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-12-01,2024-12,2,12,4,1,31,Anglo American Plc,AAL,Mining,energy,Physical Impacts of Climate Change,Governance,0,0,1,0.7584,0.724,-0.02,0.0,0.7821499999999999,0.7584,-0.023749999999999938,0.0,0.7291,0.7501,0.8104,0.75,0.018215652609774438,0.029299999999999993,0.008299999999999974,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2025-01-01,2025-01,1,1,1,0,31,Anglo American Plc,AAL,Mining,energy,Physical Impacts of Climate Change,Governance,0,0,1,0.7451,0.724,-0.01,0.0,0.75095,0.7451,-0.005850000000000022,0.0,0.7584,0.7625,0.7938,0.7441999999999999,0.014670719137110598,-0.013299999999999979,-0.01739999999999997,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2025-02-01,2025-02,0,2,1,0,31,Anglo American Plc,AAL,Mining,energy,Physical Impacts of Climate Change,Governance,0,0,1,0.7274,0.724,-0.0,0.0,0.7402,0.7274,-0.012799999999999923,0.0,0.7451,0.7291,0.7757,0.7436333333333334,0.01555195593272159,-0.017699999999999938,-0.0016999999999999238,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-03-01,2024-03,11,3,1,1,31,Anglo American Plc,AAL,Mining,energy,Product Design & Lifecycle Management,Governance,0,0,1,0.4906,0.493,-0.0,0.0,0.551675,0.5474333333333333,-0.061075000000000046,-0.05683333333333335,0.495506,0.505318,0.520036,0.4906,0.0,-0.0049060000000000215,-0.014718000000000064,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-04-01,2024-04,10,4,2,0,31,Anglo American Plc,AAL,Mining,energy,Product Design & Lifecycle Management,Governance,0,0,1,0.4962,0.493,-0.0,0.0,0.562075,0.5495,-0.06587500000000002,-0.053300000000000014,0.4906,0.505318,0.520036,0.49339999999999995,0.003959797974644681,0.005599999999999994,-0.00911800000000007,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-05-01,2024-05,9,5,2,0,31,Anglo American Plc,AAL,Mining,energy,Product Design & Lifecycle Management,Governance,0,0,1,0.5102,0.493,-0.0,0.0,0.56535,0.5566666666666666,-0.05515000000000003,-0.046466666666666656,0.4962,0.505318,0.520036,0.49899999999999994,0.010095543571299201,0.014000000000000012,0.004881999999999942,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-06-01,2024-06,8,6,2,1,31,Anglo American Plc,AAL,Mining,energy,Product Design & Lifecycle Management,Governance,0,0,1,0.5019,0.493,-0.0,0.0,0.555925,0.5501333333333334,-0.05402499999999999,-0.04823333333333335,0.5102,0.4906,0.520036,0.5027666666666667,0.007040123104984354,-0.008299999999999974,0.011300000000000032,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-07-01,2024-07,7,7,3,0,31,Anglo American Plc,AAL,Mining,energy,Product Design & Lifecycle Management,Governance,0,0,1,0.4675,0.493,-0.0,0.0,0.544575,0.5388333333333333,-0.077075,-0.07133333333333325,0.5019,0.4962,0.520036,0.4932,0.022640450525552663,-0.034399999999999986,-0.028699999999999948,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-08-01,2024-08,6,8,3,0,31,Anglo American Plc,AAL,Mining,energy,Product Design & Lifecycle Management,Governance,0,0,1,0.4754,0.493,-0.0,0.0,0.541675,0.5367666666666667,-0.06627500000000003,-0.061366666666666736,0.4675,0.5102,0.520036,0.48160000000000003,0.018018601499561384,0.007899999999999963,-0.0348,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-09-01,2024-09,5,9,3,1,31,Anglo American Plc,AAL,Mining,energy,Product Design & Lifecycle Management,Governance,0,0,1,0.4881,0.493,-0.0,0.0,0.5493,0.5381,-0.06120000000000003,-0.050000000000000044,0.4754,0.5019,0.4906,0.47700000000000004,0.010392785959500652,0.012699999999999989,-0.013800000000000034,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-10-01,2024-10,4,10,4,0,31,Anglo American Plc,AAL,Mining,energy,Product Design & Lifecycle Management,Governance,0,0,1,0.4977,0.493,-0.0,0.0,0.549525,0.5398000000000001,-0.051825000000000065,-0.04210000000000008,0.4881,0.4675,0.4962,0.4870666666666666,0.011185854161990909,0.009599999999999997,0.03019999999999995,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-11-01,2024-11,3,11,4,0,31,Anglo American Plc,AAL,Mining,energy,Product Design & Lifecycle Management,Governance,0,0,1,0.4884,0.493,-0.0,0.0,0.5517749999999999,0.543,-0.0633749999999999,-0.05460000000000004,0.4977,0.4754,0.5102,0.4914,0.0054580216195977875,-0.009299999999999975,0.013000000000000012,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-12-01,2024-12,2,12,4,1,31,Anglo American Plc,AAL,Mining,energy,Product Design & Lifecycle Management,Governance,0,0,1,0.4988,0.493,-0.0,0.0,0.573075,0.5659000000000001,-0.07427499999999998,-0.06710000000000005,0.4884,0.4881,0.5019,0.4949666666666666,0.005713434460403894,0.01040000000000002,0.010700000000000043,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2025-01-01,2025-01,1,1,1,0,31,Anglo American Plc,AAL,Mining,energy,Product Design & Lifecycle Management,Governance,0,0,1,0.5206,0.493,-0.0,0.0,0.56795,0.5548666666666666,-0.04735,-0.03426666666666667,0.4988,0.4977,0.4675,0.5026,0.016432893841317107,0.02179999999999993,0.022899999999999976,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2025-02-01,2025-02,0,2,1,0,31,Anglo American Plc,AAL,Mining,energy,Product Design & Lifecycle Management,Governance,0,0,1,0.486,0.493,-0.0,0.0,0.5529,0.5478999999999999,-0.06689999999999996,-0.061899999999999955,0.5206,0.4884,0.4754,0.5017999999999999,0.017493998971075696,-0.034599999999999964,-0.0024000000000000132,0,0.0,0,48.0,0,50000000000,17500000,0.00035,120,5000000,10000000,0
2024-03-01,2024-03,11,3,1,1,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Access & Affordability,Social,0,1,0,0.6739,0.606,-0.077,0.0,0.6448454545454546,0.6739,0.029054545454545444,0.0,0.6806390000000001,0.6941170000000001,0.7143340000000001,0.6739,0.0,-0.0067390000000000505,-0.02021700000000004,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-04-01,2024-04,10,4,2,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Access & Affordability,Social,0,1,0,0.6817,0.606,-0.07,0.0,0.635190909090909,0.6817,0.046509090909090944,0.0,0.6739,0.6941170000000001,0.7143340000000001,0.6778,0.005515432893255052,0.007799999999999918,-0.012417000000000122,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-05-01,2024-05,9,5,2,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Access & Affordability,Social,0,1,0,0.6752,0.606,-0.063,0.0,0.6335545454545455,0.6752,0.04164545454545454,0.0,0.6817,0.6941170000000001,0.7143340000000001,0.6769333333333334,0.004178915329763583,-0.00649999999999995,-0.018917000000000073,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-06-01,2024-06,8,6,2,1,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Access & Affordability,Social,0,1,0,0.6601,0.606,-0.056,0.0,0.6194090909090909,0.6601,0.04069090909090911,0.0,0.6752,0.6739,0.7143340000000001,0.6723333333333333,0.011081666541334459,-0.015100000000000002,-0.013800000000000034,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-07-01,2024-07,7,7,3,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Access & Affordability,Social,0,1,0,0.6744,0.606,-0.049,0.0,0.6171090909090909,0.6744,0.05729090909090906,0.0,0.6601,0.6817,0.7143340000000001,0.6699,0.008496469855180898,0.01429999999999998,-0.007299999999999973,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-08-01,2024-08,6,8,3,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Access & Affordability,Social,0,1,0,0.6447,0.606,-0.042,0.0,0.6057454545454545,0.6447,0.038954545454545575,0.0,0.6744,0.6752,0.7143340000000001,0.6597333333333334,0.01485339467372116,-0.02969999999999995,-0.03049999999999997,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-09-01,2024-09,5,9,3,1,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Access & Affordability,Social,0,1,0,0.6522,0.606,-0.035,0.0,0.601709090909091,0.6522,0.05049090909090903,0.0,0.6447,0.6601,0.6739,0.6571,0.015444416466801005,0.007499999999999951,-0.007900000000000018,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-10-01,2024-10,4,10,4,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Access & Affordability,Social,0,1,0,0.6351,0.606,-0.028,0.0,0.594609090909091,0.6351,0.04049090909090902,0.0,0.6522,0.6744,0.6817,0.644,0.008571464285639319,-0.017100000000000004,-0.0393,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-11-01,2024-11,3,11,4,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Access & Affordability,Social,0,1,0,0.6238,0.606,-0.021,0.0,0.5861272727272727,0.6238,0.0376727272727273,0.0,0.6351,0.6447,0.6752,0.6370333333333335,0.014298368205264582,-0.011299999999999977,-0.02090000000000003,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-12-01,2024-12,2,12,4,1,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Access & Affordability,Social,0,1,0,0.6362,0.606,-0.014,0.0,0.5853636363636364,0.6362,0.05083636363636357,0.0,0.6238,0.6522,0.6601,0.6317,0.006863672486357857,0.012399999999999967,-0.016000000000000014,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2025-01-01,2025-01,1,1,1,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Access & Affordability,Social,0,1,0,0.5966,0.606,-0.007,0.0,0.5668818181818183,0.5966,0.029718181818181755,0.0,0.6362,0.6351,0.6744,0.6188666666666667,0.020255698786596218,-0.03959999999999997,-0.03849999999999998,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2025-02-01,2025-02,0,2,1,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Access & Affordability,Social,0,1,0,0.6084,0.606,-0.0,0.0,0.5691,0.6084,0.0393,0.0,0.5966,0.6238,0.6447,0.6137333333333334,0.020331584624256747,0.011800000000000033,-0.01539999999999997,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-03-01,2024-03,11,3,1,1,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Air Quality,Environment,1,0,0,0.3615,0.355,-0.0,0.0,0.42069999999999996,0.3615,-0.059199999999999975,0.0,0.36511499999999997,0.372345,0.38319000000000003,0.3615,0.0,-0.0036149999999999793,-0.010844999999999994,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-04-01,2024-04,10,4,2,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Air Quality,Environment,1,0,0,0.3632,0.355,-0.0,0.0,0.42435999999999996,0.3632,-0.06115999999999994,0.0,0.3615,0.372345,0.38319000000000003,0.36235,0.0012020815280171554,0.0017000000000000348,-0.009144999999999959,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-05-01,2024-05,9,5,2,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Air Quality,Environment,1,0,0,0.3656,0.355,-0.0,0.0,0.42278000000000004,0.3656,-0.057180000000000064,0.0,0.3632,0.372345,0.38319000000000003,0.36343333333333333,0.002059935274064044,0.0023999999999999577,-0.006745000000000001,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-06-01,2024-06,8,6,2,1,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Air Quality,Environment,1,0,0,0.3373,0.355,-0.0,0.0,0.41566000000000003,0.3373,-0.07836000000000004,0.0,0.3656,0.3615,0.38319000000000003,0.35536666666666666,0.015692142407374893,-0.028299999999999992,-0.0242,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-07-01,2024-07,7,7,3,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Air Quality,Environment,1,0,0,0.37,0.355,-0.0,0.0,0.42954,0.37,-0.05953999999999998,0.0,0.3373,0.3632,0.38319000000000003,0.3576333333333333,0.01774607937921313,0.03270000000000001,0.006799999999999973,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-08-01,2024-08,6,8,3,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Air Quality,Environment,1,0,0,0.3573,0.355,-0.0,0.0,0.41929999999999995,0.3573,-0.061999999999999944,0.0,0.37,0.3656,0.38319000000000003,0.35486666666666666,0.0164852459288096,-0.012699999999999989,-0.008299999999999974,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-09-01,2024-09,5,9,3,1,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Air Quality,Environment,1,0,0,0.353,0.355,-0.0,0.0,0.41689999999999994,0.353,-0.06389999999999996,0.0,0.3573,0.3373,0.3615,0.36010000000000003,0.008839117603018988,-0.004300000000000026,0.015699999999999992,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
2024-10-01,2024-10,4,10,4,0,263,Associated British Foods plc,ABF,Food & tobacco,consumer,Air Quality,Environment,1,0,0,0.3573,0.355,-0.0,0.0,0.43100000000000005,0.3573,-0.07370000000000004,0.0,0.353,0.37,0.3632,0.3558666666666667,0.0024826061575155354,0.004300000000000026,-0.012699999999999989,0,0.0,0,58.0,0,25000000000,1000000,4e-05,80,5000000,2000000,0
